SMET 1.1 ASCII
[HEADER]
station_id = MIOH2
station_name = Seegrube
latitude = 47.052267
longitude = 11.335489
altitude = 2180.0
source = LWD Tirol
nodata = -777
creation = 2025-11-11T16:47:53.218279900Z
fields = timestamp ISWR HS RH TA TSS TD
#units = ISO8601 W/m² cm % °C °C °C
[DATA]
2025-05-09T00:00:00 0 137,25 99,8 -3,8 -4,1 -3,826632639
2025-05-09T00:10:00 0 137,38 99,8 -3,8 -4,1 -3,826632639
2025-05-09T00:20:00 0 137,511 99,8 -3,9 -4,2 -3,926609833
2025-05-09T00:30:00 0 137,659 99,8 -3,9 -4,3 -3,926609833
2025-05-09T00:40:00 0 137,769 99,8 -3,9 -4,2 -3,926609833
2025-05-09T00:50:00 0 137,915 99,8 -3,9 -4,2 -3,926609833
2025-05-09T01:00:00 0 138,083 99,8 -3,9 -4,2 -3,926609833
2025-05-09T01:10:00 0 138,257 99,8 -3,9 -4,2 -3,926609833
2025-05-09T01:20:00 0 138,462 99,8 -3,9 -4,1 -3,926609833
2025-05-09T01:30:00 0 138,579 99,8 -4 -4,3 -4,026587037
2025-05-09T01:40:00 0 138,766 99,8 -4 -4,3 -4,026587037
2025-05-09T01:50:00 0 139,082 99,8 -4 -4,3 -4,026587037
2025-05-09T02:00:00 0 139,247 99,8 -4 -4,3 -4,026587037
2025-05-09T02:10:00 0 139,421 99,8 -4 -4,2 -4,026587037
2025-05-09T02:20:00 0 139,482 99,8 -4 -4,1 -4,026587037
2025-05-09T02:30:00 0 139,692 99,8 -4 -4,1 -4,026587037
2025-05-09T02:40:00 0 139,857 99,8 -4 -4 -4,026587037
2025-05-09T02:50:00 0 140,161 99,8 -4 -4 -4,026587037
2025-05-09T03:00:00 0 140,409 99,8 -4 -4 -4,026587037
2025-05-09T03:10:00 0 140,481 99,8 -4,1 -4,1 -4,126564251
2025-05-09T03:20:00 0 140,747 99,8 -4 -4,2 -4,026587037
2025-05-09T03:30:00 0 140,885 99,8 -4 -4,2 -4,026587037
2025-05-09T03:40:00 0 141,057 99,8 -4,1 -4,1 -4,126564251
2025-05-09T03:50:00 0 141,158 99,8 -4,1 -4,4 -4,126564251
2025-05-09T04:00:00 0 141,321 99,8 -4,1 -4,4 -4,126564251
2025-05-09T04:10:00 0 141,505 99,8 -4,2 -4,4 -4,226541475
2025-05-09T04:20:00 0 142,182 99,8 -4,2 -4,4 -4,226541475
2025-05-09T04:30:00 0 142,348 99,8 -4,1 -4,4 -4,126564251
2025-05-09T04:40:00 0 142,49 99,8 -4,2 -4,4 -4,226541475
2025-05-09T04:50:00 3 142,082 99,8 -4,2 -4,3 -4,226541475
2025-05-09T05:00:00 7 142,231 99,8 -4,2 -4,2 -4,226541475
2025-05-09T05:10:00 13 142,379 99,8 -4,2 -4,3 -4,226541475
2025-05-09T05:20:00 18 142,704 99,8 -4,2 -4,4 -4,226541475
2025-05-09T05:30:00 28 142,774 99,8 -4,2 -4,5 -4,226541475
2025-05-09T05:40:00 39 142,797 99,8 -4,1 -4,3 -4,126564251
2025-05-09T05:50:00 50 142,937 99,8 -4 -4,3 -4,026587037
2025-05-09T06:00:00 68 143,048 99,8 -3,8 -4 -3,826632639
2025-05-09T06:10:00 76 143,162 99,8 -3,7 -4 -3,726655454
2025-05-09T06:20:00 88 143,956 99,8 -3,6 -3,9 -3,626678279
2025-05-09T06:30:00 106 144,081 99,8 -3,5 -3,9 -3,526701114
2025-05-09T06:40:00 121 144,207 99,8 -3,3 -3,6 -3,326746812
2025-05-09T06:50:00 148 144,186 99,8 -3,2 -3,4 -3,226769677
2025-05-09T07:00:00 169 144,309 99,8 -2,8 -3,3 -2,826861231
2025-05-09T07:10:00 165 144,432 99,8 -2,6 -3,1 -2,626907066
2025-05-09T07:20:00 184 143,476 99,7 -2,7 -2,9 -2,740344111
2025-05-09T07:30:00 220 143,511 99,8 -2,4 -3 -2,426952941
2025-05-09T07:40:00 216 143,578 99,8 -2,2 -2,9 -2,226998855
2025-05-09T07:50:00 218 143,913 99,7 -2,2 -3 -2,240516249
2025-05-09T08:00:00 226 143,942 99,8 -2 -2,7 -2,027044808
2025-05-09T08:10:00 257 144,004 99,8 -2 -2,4 -2,027044808
2025-05-09T08:20:00 285 144,154 99,6 -1,8 -2,3 -1,854229693
2025-05-09T08:30:00 245 144,217 99,7 -1,8 -2,3 -1,840654223
2025-05-09T08:40:00 272 144,247 99,9 -1,6 -2,3 -1,613562405
2025-05-09T08:50:00 297 145,472 99,6 -0,9 -1,8 -0,954644931
2025-05-09T09:00:00 300 145,502 97,8 -0,5 -1,8 -0,804001064
2025-05-09T09:10:00 281 145,532 98,6 -0,8 -1,9 -0,99227391
2025-05-09T09:20:00 340 144,343 97,2 -0,4 -1,5 -0,788287427
2025-05-09T09:30:00 395 144,394 95 0,3 -1,1 -0,404513186
2025-05-09T09:40:00 354 144,654 94,3 0,4 -1,2 -0,406425876
2025-05-09T09:50:00 383 145,91 93,7 0,6 -1,4 -0,29530464
2025-05-09T10:00:00 426 145,472 91,6 0,5 -1,4 -0,704580279
2025-05-09T10:10:00 395 145,976 91 0,2 -1,5 -1,09105912
2025-05-09T10:20:00 416 145,054 90,5 0 -1,6 -1,363756185
2025-05-09T10:30:00 462 145,132 90,2 0,5 -1,4 -0,914776404
2025-05-09T10:40:00 512 145,074 87,9 1 -1,2 -0,773856512
2025-05-09T10:50:00 500 145,194 88,8 0,9 -1,3 -0,733340958
2025-05-09T11:00:00 523 145,135 87,2 1,3 -1 -0,58768237
2025-05-09T11:10:00 585 145,381 87,1 1,3 -0,8 -0,60337049
2025-05-09T11:20:00 603 145,338 84,9 2 -0,6 -0,265778093
2025-05-09T11:30:00 744 145,294 85,9 2,2 -0,1 0,091370103
2025-05-09T11:40:00 714 145,213 87,3 2,3 -0,4 0,412327415
2025-05-09T11:50:00 931 145,133 86,2 2,7 0 0,630746981
2025-05-09T12:00:00 646 145,3 91,4 1 -0,3 -0,239616558
2025-05-09T12:10:00 600 144,942 97,7 -1,1 -0,6 -1,416354336
2025-05-09T12:20:00 592 145,2 97,4 -0,7 -0,7 -1,059315584
2025-05-09T12:30:00 604 144,856 95,5 -0,4 -0,3 -1,028888221
2025-05-09T12:40:00 822 144,9 94,4 0,6 0 -0,193241849
2025-05-09T12:50:00 743 144,7 89,1 2,4 0 0,79273998
2025-05-09T13:00:00 715 144,5 90,8 1 0 -0,329900868
2025-05-09T13:10:00 590 144,4 96,7 -1 -0,5 -1,45634527
2025-05-09T13:20:00 563 144,4 96,1 -1,3 -0,3 -1,839423413
2025-05-09T13:30:00 656 144,4 95,9 -1,2 -0,2 -1,768085753
2025-05-09T13:40:00 632 144,4 95,9 -0,8 -0,1 -1,370009958
2025-05-09T13:50:00 945 144,2 90,1 1,1 0 -0,337103553
2025-05-09T14:00:00 1024 144,462 82,9 2 0 -0,592168653
